TRANS_DIST	TIME	A	B	C	MT0	MT1	MT2	MT3	MT4	MT5	MT6	J0	J1	J2	J3	J4	J5	J6	ROT_DIST	X	Y	Z	JS_DIST	FX	FY	FZ	TA	TB	TC	
5.88268	97952	-3.142	0.000	-3.142	-0.039	68.734	-3.682	-16.894	0.617	0.079	-0.031	-0.081	1.224	0.202	-1.159	-0.271	0.784	0.183	0.00015	652.545	21.120	-135.149	0.03813	-2.342	-0.034	1.055	-0.254	0.953	-0.013	
0.06666	98215	-3.142	0.000	-3.142	-0.065	68.434	-3.646	-16.792	0.615	0.074	-0.025	-0.081	1.224	0.202	-1.159	-0.271	0.784	0.183	0.00004	652.582	21.120	-135.204	0.00119	-2.304	-0.053	1.316	-0.260	0.932	-0.011	
1.57422	98452	-3.142	-0.000	-3.142	-0.122	68.234	-3.895	-16.247	0.620	0.121	-0.055	-0.081	1.223	0.202	-1.161	-0.271	0.783	0.183	0.00032	651.010	21.195	-135.188	0.00231	-2.680	0.090	1.957	-0.220	1.183	-0.020	
7.01499	98733	-3.142	-0.000	-3.142	-0.122	67.738	-3.781	-16.245	0.603	0.135	-0.001	-0.083	1.210	0.202	-1.192	-0.275	0.766	0.189	0.00025	643.995	21.158	-135.173	0.03795	-2.674	0.108	1.268	-0.202	1.155	-0.021	
1.46748	99019	3.142	-0.000	-3.142	-0.138	67.575	-3.774	-16.304	0.607	0.136	-0.006	-0.084	1.205	0.202	-1.203	-0.276	0.759	0.192	0.00005	642.528	21.155	-135.236	0.01419	-2.319	-0.129	1.034	-0.288	0.999	0.003	
0.08616	99224	3.141	0.000	-3.142	-0.019	67.627	-3.730	-16.617	0.679	0.130	-0.069	-0.084	1.205	0.202	-1.203	-0.276	0.759	0.192	0.00013	642.561	21.090	-135.190	0.00009	-3.118	0.198	1.223	-0.187	1.284	-0.027	
6.05660	99501	3.141	0.000	3.142	0.112	66.579	-3.645	-16.645	0.693	0.304	-0.069	-0.086	1.197	0.202	-1.224	-0.279	0.747	0.196	0.00014	636.505	21.170	-135.135	0.02618	-2.663	0.006	1.533	-0.279	1.184	-0.020	
3.91811	99782	-3.142	0.000	-3.142	-0.075	66.702	-3.750	-15.873	0.586	0.115	-0.031	-0.087	1.188	0.202	-1.246	-0.281	0.735	0.201	0.00019	632.588	21.113	-135.158	0.02667	-2.220	-0.057	1.297	-0.276	0.960	-0.021	
0.01773	100016	-3.142	0.000	-3.142	-0.055	66.648	-3.745	-15.657	0.575	0.107	-0.035	-0.087	1.188	0.202	-1.246	-0.281	0.735	0.201	0.00000	632.591	21.121	-135.173	0.00012	-2.197	-0.020	1.155	-0.253	0.938	-0.017	
2.78183	100250	3.142	-0.000	-3.142	-0.008	66.019	-3.722	-15.442	0.651	0.205	-0.079	-0.088	1.186	0.202	-1.251	-0.282	0.732	0.202	0.00026	629.811	21.167	-135.262	0.00728	-2.738	0.150	1.464	-0.195	1.190	-0.018	
6.82136	100534	-3.141	0.000	-3.142	-0.142	66.060	-3.788	-15.643	0.622	0.124	-0.037	-0.090	1.173	0.202	-1.281	-0.286	0.715	0.208	0.00028	622.991	21.148	-135.151	0.03669	-2.482	-0.136	1.643	-0.321	1.074	-0.039	
0.43252	100766	3.142	0.000	-3.142	0.032	65.915	-3.718	-15.440	0.588	0.106	-0.033	-0.090	1.171	0.202	-1.287	-0.287	0.712	0.209	0.00014	622.560	21.130	-135.190	0.00748	-2.143	0.014	1.149	-0.260	0.922	-0.014	
0.02236	100996	3.142	-0.000	-3.142	-0.168	65.501	-3.764	-15.382	0.658	0.259	-0.095	-0.090	1.171	0.202	-1.287	-0.287	0.712	0.209	0.00002	622.543	21.125	-135.202	0.00002	-2.734	-0.082	1.385	-0.311	1.193	-0.044	
6.38731	101284	3.142	-0.000	3.142	0.938	65.070	-2.362	-13.858	1.022	-0.852	0.005	-0.092	1.163	0.202	-1.307	-0.290	0.700	0.214	0.00026	616.155	21.149	-135.182	0.02568	-2.545	0.030	1.217	-0.277	1.133	-0.020	
3.41984	101565	-3.141	0.000	3.142	1.627	62.950	-1.653	-12.551	1.071	-1.162	0.057	-0.093	1.155	0.202	-1.326	-0.293	0.689	0.219	0.00029	612.740	21.278	-135.055	0.02396	-4.600	2.505	0.671	-0.082	0.894	0.078	
0.20687	101784	-3.142	-0.000	-3.142	-0.469	65.554	-3.835	-15.099	0.398	-0.178	0.079	-0.093	1.155	0.202	-1.326	-0.293	0.689	0.219	0.00027	612.614	21.176	-135.184	0.00046	-2.551	1.083	1.185	-0.332	0.524	0.042	
3.30478	102067	-3.142	-0.000	3.141	-0.280	65.759	-3.611	-14.277	0.328	-0.293	0.096	-0.092	1.160	0.202	-1.315	-0.291	0.696	0.216	0.00021	615.919	21.191	-135.240	0.01373	-0.901	-0.464	1.332	-0.388	0.234	0.010	
1.61982	102348	-3.142	-0.000	3.141	-0.359	65.708	-3.813	-15.491	0.409	-0.048	0.065	-0.092	1.163	0.202	-1.306	-0.290	0.701	0.214	0.00007	617.538	21.225	-135.203	0.01121	-1.301	-0.608	1.372	-0.483	0.466	-0.017	
0.03058	102596	-3.142	-0.000	3.141	-0.433	65.464	-3.833	-15.297	0.407	-0.048	-0.042	-0.092	1.163	0.202	-1.306	-0.290	0.701	0.214	0.00004	617.552	21.219	-135.177	0.00006	-1.305	-0.455	1.249	-0.436	0.474	-0.022	
0.00173	102830	3.109	-0.000	3.142	-0.360	65.611	-3.779	-15.314	0.410	-0.078	-0.123	-0.092	1.163	0.202	-1.306	-0.290	0.701	0.232	0.03284	617.553	21.219	-135.175	0.01795	-1.501	-0.665	1.192	-0.604	0.576	-0.176	
0.00799	103111	2.935	-0.000	3.142	-0.469	65.495	-3.750	-15.254	0.414	-0.048	-0.204	-0.092	1.163	0.202	-1.306	-0.290	0.701	0.383	0.17403	617.557	21.212	-135.174	0.15094	-1.621	-0.449	1.129	-0.544	0.701	-0.204	
0.01755	103392	2.773	-0.000	-3.142	-0.387	65.540	-3.805	-15.296	0.424	-0.059	-0.149	-0.092	1.163	0.202	-1.306	-0.290	0.701	0.566	0.16142	617.558	21.230	-135.174	0.18325	-1.669	-0.266	1.178	-0.470	0.760	-0.207	
0.00154	103672	2.749	-0.000	-3.142	-0.391	65.552	-3.809	-15.301	0.425	-0.062	-0.064	-0.092	1.163	0.202	-1.306	-0.290	0.701	0.607	0.02454	617.559	21.228	-135.173	0.04079	-1.567	-0.125	1.193	-0.383	0.690	-0.114	
0.00074	103939	2.749	-0.000	-3.142	-1.475	66.386	-4.427	-14.421	0.416	-0.038	-0.146	-0.092	1.163	0.202	-1.306	-0.290	0.701	0.607	0.00000	617.559	21.228	-135.173	0.00001	-1.566	-0.108	1.230	-0.374	0.695	-0.116	
3.63653	104172	2.749	0.000	-3.142	-0.700	65.403	-3.769	-15.179	0.672	0.196	-0.158	-0.091	1.159	0.202	-1.316	-0.292	0.695	0.610	0.00040	614.211	22.645	-135.096	0.01205	-3.082	-0.027	1.337	-0.473	1.537	-0.168	
6.36674	104455	2.749	-0.000	-3.141	-0.558	64.607	-3.767	-14.745	0.534	0.120	-0.137	-0.088	1.149	0.202	-1.341	-0.295	0.681	0.621	0.00033	608.311	25.037	-135.182	0.03266	-2.448	-0.158	0.821	-0.482	1.290	-0.170	
0.16561	104687	2.749	0.000	3.141	-0.647	64.805	-3.831	-14.851	0.522	0.120	-0.127	-0.088	1.149	0.202	-1.342	-0.296	0.680	0.621	0.00048	608.473	25.061	-135.155	0.00209	-2.358	-0.272	1.047	-0.520	1.240	-0.177	
0.52279	104923	2.749	-0.000	-3.141	-0.745	64.896	-3.772	-14.264	0.639	0.051	-0.144	-0.088	1.149	0.202	-1.342	-0.296	0.680	0.621	0.00043	607.964	25.148	-135.240	0.00006	-2.679	-0.020	1.281	-0.492	1.454	-0.173	
6.83363	105201	2.749	-0.000	-3.142	0.222	63.517	-3.313	-14.673	0.634	0.181	-0.132	-0.085	1.140	0.202	-1.364	-0.299	0.668	0.630	0.00020	601.670	27.807	-135.162	0.02812	-3.273	-0.420	1.107	-0.680	1.683	-0.183	
2.67809	105483	2.749	0.000	3.142	-0.668	64.293	-3.868	-14.494	0.544	0.101	-0.115	-0.084	1.135	0.202	-1.377	-0.302	0.660	0.636	0.00023	599.206	28.858	-135.166	0.01786	-2.428	-0.302	1.143	-0.555	1.264	-0.155	
0.05376	105686	2.749	-0.000	-3.142	-2.041	64.310	-4.528	-13.963	0.549	0.146	-0.166	-0.084	1.135	0.202	-1.377	-0.302	0.660	0.636	0.00006	599.180	28.889	-135.201	0.00008	-2.439	-0.252	0.926	-0.545	1.279	-0.158	
3.98208	105934	2.749	0.000	3.142	1.709	60.704	-1.734	-10.647	0.774	-1.836	0.095	-0.083	1.131	0.202	-1.387	-0.304	0.654	0.641	0.00011	595.499	30.406	-135.134	0.01301	-4.857	3.550	0.656	-0.213	1.222	-0.016	
1.00264	106193	2.749	0.000	3.141	1.491	59.007	-0.857	-9.226	1.033	-2.401	0.149	-0.081	1.128	0.202	-1.395	-0.305	0.649	0.645	0.00027	594.623	30.871	-134.987	0.01035	-7.762	6.887	-0.563	-0.156	1.431	0.062	
1.04591	106451	2.749	-0.001	-3.141	-0.179	63.555	-3.851	-14.463	0.342	-0.098	0.060	-0.082	1.129	0.202	-1.392	-0.304	0.652	0.643	0.00158	595.263	30.222	-135.499	0.00437	-1.078	0.148	1.220	-0.339	0.373	-0.004	
3.94052	106732	2.749	-0.000	-3.141	-0.137	64.273	-3.834	-14.714	0.404	-0.032	0.051	-0.084	1.134	0.202	-1.380	-0.302	0.659	0.637	0.00099	598.895	28.712	-135.250	0.01621	-1.126	0.587	1.182	-0.047	0.478	-0.013	
0.25797	106967	2.749	-0.000	-3.141	-0.113	63.924	-3.771	-14.433	0.394	-0.044	0.043	-0.084	1.135	0.202	-1.378	-0.302	0.660	0.637	0.00033	598.906	28.952	-135.156	0.00215	-1.296	0.257	1.220	-0.129	0.540	-0.006	
0.05038	107203	2.747	-0.000	-3.142	-0.325	63.985	-3.919	-14.439	0.357	-0.066	-0.147	-0.084	1.135	0.202	-1.378	-0.302	0.660	0.637	0.00204	598.950	28.959	-135.133	0.00011	-1.525	0.098	1.155	-0.261	0.679	-0.151	
0.02826	107485	2.646	-0.000	-3.141	-0.171	64.036	-3.822	-14.546	0.416	-0.063	-0.333	-0.084	1.135	0.202	-1.378	-0.302	0.660	0.713	0.10069	598.964	28.935	-135.130	0.07613	-1.503	0.218	1.184	-0.232	0.721	-0.180	
0.01511	107764	2.441	-0.000	-3.141	-0.285	64.001	-3.860	-14.454	0.408	-0.061	-0.153	-0.084	1.135	0.202	-1.378	-0.302	0.660	0.915	0.20505	598.978	28.942	-135.130	0.20178	-1.356	0.543	1.176	-0.086	0.707	-0.175	
0.01372	108045	2.357	-0.000	-3.141	-0.212	64.008	-3.845	-14.489	0.414	-0.061	-0.126	-0.084	1.135	0.202	-1.378	-0.302	0.660	1.026	0.08457	598.991	28.945	-135.128	0.11087	-1.298	0.587	1.128	-0.058	0.686	-0.148	
0.00445	108311	2.356	-0.000	-3.141	-0.183	64.016	-3.823	-14.494	0.413	-0.062	-0.121	-0.084	1.135	0.202	-1.378	-0.302	0.660	1.029	0.00038	598.995	28.946	-135.127	0.00394	-1.290	0.589	1.144	-0.055	0.678	-0.136	
0.51992	108547	2.356	-0.000	-3.141	-0.942	63.496	-3.960	-14.193	0.559	0.160	-0.148	-0.084	1.135	0.202	-1.378	-0.302	0.660	1.029	0.00030	598.580	29.240	-135.233	0.00003	-2.596	1.075	0.995	0.059	1.459	-0.192	
6.90660	108828	2.356	-0.000	-3.141	0.609	63.083	-3.367	-14.229	0.604	0.167	-0.145	-0.077	1.128	0.202	-1.394	-0.305	0.650	1.041	0.00033	593.721	34.148	-135.183	0.02361	-2.769	0.885	1.198	-0.004	1.696	-0.196	
2.58082	109111	2.356	-0.000	-3.142	-0.758	63.520	-3.843	-14.054	0.531	0.079	-0.109	-0.073	1.125	0.202	-1.403	-0.307	0.645	1.048	0.00018	591.916	35.993	-135.183	0.01448	-2.290	0.810	1.124	-0.016	1.348	-0.151	
0.06617	109346	2.356	-0.000	-3.141	-2.718	63.652	-4.811	-12.974	0.464	0.059	-0.164	-0.073	1.125	0.202	-1.403	-0.307	0.645	1.048	0.00009	591.888	36.046	-135.211	0.00010	-2.274	0.789	1.201	-0.023	1.345	-0.153	
3.65172	109581	2.356	-0.000	-3.141	-0.367	63.117	-3.710	-14.207	0.645	0.238	-0.133	-0.071	1.122	0.202	-1.409	-0.308	0.641	1.053	0.00014	589.314	38.635	-135.159	0.00928	-2.882	1.139	1.329	0.089	1.737	-0.168	
6.27448	109862	2.356	0.000	-3.142	-0.414	63.274	-3.716	-13.781	0.555	0.034	-0.121	-0.063	1.116	0.202	-1.427	-0.311	0.631	1.066	0.00014	584.904	43.099	-135.103	0.02601	-2.213	0.710	0.962	-0.076	1.333	-0.154	
0.15789	110111	2.356	-0.000	-3.141	-0.602	63.147	-3.806	-13.842	0.551	0.039	-0.114	-0.063	1.115	0.202	-1.428	-0.311	0.630	1.067	0.00028	584.804	43.073	-135.223	0.00205	-2.360	0.640	1.205	-0.124	1.406	-0.157	
0.39272	110347	2.356	-0.000	-3.141	-0.617	63.092	-3.803	-13.466	0.615	0.117	-0.135	-0.063	1.115	0.202	-1.428	-0.311	0.630	1.067	0.00029	584.502	43.316	-135.163	0.00009	-2.975	1.037	1.260	0.017	1.816	-0.196	
6.77996	110628	2.356	0.000	3.142	0.792	59.335	-2.180	-9.814	0.665	-1.721	0.057	-0.056	1.109	0.202	-1.443	-0.314	0.622	1.079	0.00059	579.841	48.239	-135.078	0.02264	-5.173	5.214	1.279	0.194	1.776	-0.055	
0.70944	110869	2.356	0.000	3.141	0.488	58.262	-1.954	-8.076	0.683	-2.469	0.102	-0.054	1.108	0.202	-1.447	-0.315	0.619	1.083	0.00011	579.387	48.781	-135.023	0.00700	-6.097	8.817	-0.357	0.417	1.496	0.039	
0.74553	111093	2.356	-0.001	-3.141	-0.422	62.908	-3.990	-14.132	0.359	-0.059	0.089	-0.054	1.108	0.202	-1.446	-0.315	0.620	1.082	0.00101	579.563	48.136	-135.352	0.00160	-1.215	2.650	0.692	0.049	0.362	0.057	
3.69649	111374	2.356	-0.000	-3.141	-0.032	63.086	-3.720	-13.892	0.405	-0.052	0.059	-0.058	1.112	0.202	-1.438	-0.313	0.625	1.075	0.00041	582.159	45.504	-135.307	0.01339	-0.621	0.732	1.125	0.035	0.231	0.022	
0.50775	111624	2.356	-0.000	-3.141	-0.104	62.766	-3.860	-13.790	0.382	-0.056	0.052	-0.059	1.112	0.202	-1.435	-0.313	0.626	1.073	0.00034	582.582	45.266	-135.159	0.00367	-0.847	0.876	1.166	0.108	0.422	0.010	
0.02995	111868	2.356	-0.000	-3.141	-0.082	62.739	-3.810	-13.814	0.397	-0.068	-0.155	-0.059	1.112	0.202	-1.435	-0.313	0.626	1.073	0.00013	582.584	45.236	-135.156	0.00007	-1.192	0.731	1.103	0.027	0.617	-0.103	
0.00699	112154	2.281	-0.000	-3.141	-0.019	62.733	-3.892	-13.752	0.371	-0.075	-0.212	-0.059	1.112	0.202	-1.435	-0.313	0.626	1.126	0.07561	582.582	45.242	-135.157	0.05272	-1.146	0.868	1.169	0.074	0.638	-0.143	
0.00823	112435	2.078	-0.000	-3.141	-0.030	62.767	-3.827	-13.832	0.434	-0.061	-0.148	-0.059	1.112	0.202	-1.435	-0.313	0.626	1.318	0.20221	582.577	45.246	-135.163	0.19218	-0.957	1.003	1.098	0.158	0.616	-0.147	
0.02979	112715	1.967	-0.000	-3.141	-0.161	62.725	-3.859	-13.797	0.404	-0.069	-0.114	-0.059	1.112	0.202	-1.435	-0.313	0.626	1.454	0.11087	582.606	45.248	-135.156	0.13649	-0.865	1.030	1.119	0.182	0.593	-0.138	
0.00200	112979	1.964	-0.000	-3.141	-0.147	62.743	-3.831	-13.805	0.411	-0.071	-0.107	-0.059	1.112	0.202	-1.435	-0.313	0.626	1.466	0.00397	582.608	45.248	-135.156	0.01145	-0.805	1.045	1.113	0.187	0.560	-0.112	
0.01746	113212	1.964	-0.000	-3.141	-0.746	62.525	-3.887	-13.752	0.504	0.117	-0.153	-0.059	1.112	0.202	-1.435	-0.313	0.626	1.466	0.00002	582.607	45.265	-135.156	0.00001	-1.877	1.210	1.390	0.282	1.182	-0.190	
5.89469	113495	1.963	0.000	-3.141	0.085	62.240	-3.417	-13.727	0.591	0.155	-0.151	-0.052	1.110	0.202	-1.440	-0.314	0.623	1.475	0.00014	580.398	50.730	-135.157	0.01353	-2.373	1.546	1.085	0.521	1.630	-0.213	
4.04009	113774	1.964	0.000	-3.141	-0.801	62.443	-3.941	-13.563	0.503	0.073	-0.105	-0.044	1.108	0.202	-1.446	-0.315	0.619	1.485	0.00025	578.880	54.475	-135.164	0.01490	-1.868	1.543	1.048	0.458	1.279	-0.153	
0.04261	114040	1.964	0.000	-3.141	-0.815	62.625	-3.911	-13.568	0.510	0.077	-0.108	-0.044	1.108	0.202	-1.446	-0.315	0.619	1.485	0.00005	578.876	54.517	-135.162	0.00008	-1.787	1.549	1.030	0.462	1.257	-0.153	
2.30636	114275	1.963	-0.000	-3.142	-0.337	63.022	-3.522	-13.372	0.581	0.148	-0.193	-0.042	1.108	0.202	-1.447	-0.315	0.619	1.487	0.00023	578.021	56.659	-135.189	0.00301	-2.438	2.248	1.480	0.761	1.712	-0.221	
7.03599	114556	1.964	-0.000	-3.141	-0.489	62.106	-3.728	-13.422	0.530	0.141	-0.123	-0.031	1.105	0.202	-1.455	-0.317	0.615	1.501	0.00020	575.249	63.126	-135.188	0.01998	-1.957	2.116	1.394	0.736	1.448	-0.178	
0.59212	114823	1.964	0.000	-3.141	-0.676	62.444	-3.792	-13.455	0.526	0.132	-0.114	-0.028	1.104	0.202	-1.457	-0.317	0.613	1.504	0.00011	575.049	63.683	-135.168	0.00505	-2.037	1.711	1.106	0.583	1.423	-0.172	
0.05182	115013	1.964	0.000	-3.141	-0.988	63.188	-4.059	-13.756	0.580	0.215	-0.160	-0.028	1.104	0.202	-1.457	-0.317	0.613	1.504	0.00008	575.048	63.735	-135.169	0.00012	-2.589	1.705	1.173	0.588	1.697	-0.211	
4.98165	115256	1.964	0.000	-3.141	-0.961	62.321	-3.779	-13.642	0.624	0.216	-0.167	-0.022	1.103	0.202	-1.461	-0.318	0.611	1.512	0.00028	573.039	68.293	-135.160	0.01048	-2.313	1.891	1.184	0.674	1.668	-0.221	
5.04945	115538	1.964	0.000	-3.141	-0.745	62.110	-3.871	-13.287	0.537	0.121	-0.094	-0.012	1.100	0.202	-1.467	-0.319	0.607	1.524	0.00026	571.209	73.000	-135.136	0.01742	-1.734	1.775	1.028	0.609	1.303	-0.138	
0.05688	115789	1.964	0.000	-3.141	-0.613	62.283	-3.801	-13.347	0.541	0.112	-0.088	-0.012	1.100	0.202	-1.467	-0.319	0.607	1.524	0.00007	571.185	72.978	-135.183	0.00018	-1.872	1.762	1.130	0.592	1.352	-0.144	
1.23233	116023	1.963	-0.000	-3.141	1.454	59.909	-2.806	-11.250	0.523	-0.862	-0.042	-0.012	1.100	0.202	-1.467	-0.319	0.607	1.524	0.00050	570.696	74.108	-135.209	0.00069	-3.776	5.165	1.506	0.929	1.829	-0.151	
2.69221	116302	1.964	0.000	3.141	-0.421	59.041	-3.078	-9.496	0.462	-1.537	0.002	-0.006	1.099	0.202	-1.470	-0.320	0.605	1.531	0.00081	569.854	76.662	-135.073	0.01020	-2.755	7.508	0.153	0.920	1.373	-0.080	
0.84456	116536	1.964	-0.000	-3.141	0.413	61.185	-3.246	-12.077	0.403	-0.749	0.091	-0.006	1.099	0.202	-1.470	-0.320	0.605	1.531	0.00054	569.953	75.832	-135.194	0.00084	-0.805	4.649	1.021	0.401	0.481	0.052	
3.55922	116819	1.964	-0.000	-3.141	-0.147	62.356	-3.850	-13.501	0.369	-0.030	0.023	-0.012	1.101	0.202	-1.467	-0.319	0.608	1.524	0.00073	570.976	72.427	-135.363	0.00990	-0.625	1.025	1.271	0.182	0.405	0.006	
0.71415	117098	1.964	-0.000	-3.141	-0.204	62.165	-3.840	-13.447	0.374	-0.035	0.022	-0.014	1.101	0.202	-1.466	-0.319	0.608	1.522	0.00069	571.519	72.018	-135.143	0.00321	-0.720	1.164	1.274	0.270	0.503	-0.030	
0.02108	117328	1.963	-0.000	-3.141	-0.180	62.185	-3.823	-13.441	0.389	-0.051	-0.142	-0.014	1.101	0.202	-1.466	-0.319	0.608	1.522	0.00011	571.520	71.998	-135.150	0.00006	-0.886	1.210	1.275	0.284	0.636	-0.126	
0.00774	117615	1.887	-0.000	-3.141	-0.153	62.163	-3.862	-13.451	0.308	-0.087	-0.065	-0.014	1.101	0.202	-1.466	-0.319	0.608	1.576	0.07669	571.525	72.004	-135.148	0.05408	-0.815	1.286	1.296	0.326	0.648	-0.166	
0.00596	117893	1.684	0.000	-3.141	-0.198	62.227	-3.844	-13.474	0.400	-0.039	-0.192	-0.014	1.101	0.202	-1.466	-0.319	0.608	1.766	0.20239	571.530	72.001	-135.150	0.19013	-0.575	1.411	1.303	0.444	0.606	-0.196	
0.00558	118178	1.574	0.000	-3.141	-0.210	62.166	-3.837	-13.454	0.405	-0.061	-0.128	-0.014	1.101	0.202	-1.465	-0.319	0.608	1.903	0.10996	571.536	72.001	-135.151	0.13753	-0.446	1.420	1.274	0.459	0.543	-0.164	
0.00288	118458	1.571	0.000	-3.141	-0.204	62.181	-3.831	-13.453	0.401	-0.061	-0.125	-0.014	1.101	0.202	-1.465	-0.319	0.608	1.915	0.00371	571.538	72.002	-135.150	0.01115	-0.394	1.384	1.263	0.440	0.510	-0.137	
0.05990	118696	1.571	0.000	-3.141	-0.456	62.458	-3.618	-13.816	0.412	-0.105	-0.180	-0.014	1.101	0.202	-1.465	-0.319	0.608	1.915	0.00009	571.534	72.062	-135.153	0.00000	-1.669	1.404	1.274	0.497	1.203	-0.244	
6.19903	118992	1.571	0.000	-3.141	0.130	62.200	-3.390	-13.496	0.322	-0.128	-0.202	-0.005	1.102	0.202	-1.463	-0.319	0.609	1.922	0.00021	571.600	78.260	-135.173	0.01231	-1.666	1.397	1.083	0.485	1.302	-0.323	
3.71795	119274	1.571	0.000	-3.141	-0.784	62.219	-3.879	-13.471	0.320	-0.107	-0.139	0.004	1.103	0.202	-1.461	-0.318	0.611	1.930	0.00031	571.528	81.978	-135.192	0.01225	-1.325	1.491	1.239	0.503	1.047	-0.238	
0.04974	119524	1.571	0.000	-3.141	-1.260	62.291	-4.059	-13.465	0.325	-0.103	-0.152	0.004	1.103	0.202	-1.461	-0.318	0.611	1.930	0.00003	571.524	82.025	-135.177	0.00013	-1.265	1.515	1.215	0.521	1.047	-0.238	
2.65137	119773	1.571	0.000	-3.141	-1.010	62.220	-3.950	-13.522	0.286	-0.122	-0.196	0.006	1.103	0.202	-1.460	-0.318	0.611	1.933	0.00032	571.634	84.673	-135.116	0.00329	-1.860	1.462	1.205	0.524	1.375	-0.317	
6.82161	120051	1.571	0.000	-3.141	-0.570	62.178	-3.794	-13.540	0.311	-0.038	-0.139	0.019	1.104	0.202	-1.456	-0.317	0.614	1.944	0.00022	571.613	91.495	-135.160	0.01731	-1.753	1.475	1.084	0.571	1.291	-0.290	
0.46062	120300	1.571	0.000	-3.141	-0.772	62.508	-3.836	-13.613	0.330	-0.043	-0.142	0.021	1.105	0.202	-1.455	-0.317	0.614	1.946	0.00043	571.541	91.949	-135.181	0.00382	-1.441	1.614	1.141	0.626	1.111	-0.257	
0.06758	120484	1.571	0.000	-3.141	-0.669	62.197	-3.742	-13.447	0.280	-0.159	-0.202	0.021	1.105	0.202	-1.455	-0.317	0.614	1.946	0.00009	571.530	92.016	-135.181	0.00008	-2.309	1.549	1.171	0.626	1.568	-0.335	
5.97396	120768	1.571	0.000	-3.141	0.376	62.364	-3.198	-13.563	0.313	-0.184	-0.188	0.030	1.106	0.202	-1.452	-0.316	0.616	1.953	0.00045	571.654	97.989	-135.155	0.01156	-1.488	1.268	1.073	0.443	1.214	-0.302	
4.00506	121050	1.571	0.000	-3.141	-0.785	62.530	-3.819	-13.639	0.338	-0.130	-0.130	0.039	1.107	0.202	-1.449	-0.316	0.618	1.961	0.00044	571.547	101.992	-135.184	0.01301	-1.394	1.358	1.142	0.458	1.087	-0.241	
0.03095	121315	1.571	0.000	-3.141	-0.839	62.407	-3.876	-13.655	0.338	-0.113	-0.137	0.039	1.107	0.202	-1.449	-0.316	0.618	1.961	0.00006	571.522	102.011	-135.182	0.00014	-1.366	1.385	1.070	0.486	1.100	-0.238	
2.30969	121549	1.571	0.000	-3.141	-0.914	62.286	-3.948	-13.589	0.280	-0.146	-0.204	0.041	1.107	0.202	-1.448	-0.316	0.618	1.963	0.00029	571.604	104.318	-135.106	0.00256	-1.463	1.185	0.975	0.422	1.210	-0.329	
6.88570	121830	1.571	0.000	-3.141	-2.468	64.642	-6.040	-16.736	-0.153	1.669	-0.265	0.053	1.109	0.202	-1.443	-0.314	0.621	1.974	0.00047	571.416	111.200	-135.217	0.01751	-5.326	-1.817	0.086	0.509	1.532	-0.407	
0.37183	122080	1.571	0.000	-3.141	-3.331	65.484	-7.297	-17.917	-0.352	2.214	-0.291	0.056	1.110	0.202	-1.443	-0.314	0.622	1.976	0.00027	571.491	111.564	-135.231	0.00374	-7.653	-4.737	1.029	0.198	1.496	-0.425	
1.08461	122343	1.571	-0.000	3.141	-0.379	62.451	-3.939	-13.562	0.454	0.097	0.031	0.054	1.109	0.202	-1.443	-0.314	0.621	1.974	0.00094	571.831	110.564	-134.985	0.00228	-0.036	1.651	1.093	0.654	0.208	-0.002	
3.83347	122627	1.571	0.000	-3.141	-0.200	62.591	-3.745	-13.549	0.479	0.100	-0.014	0.048	1.108	0.202	-1.445	-0.315	0.620	1.969	0.00059	571.597	106.748	-135.271	0.00873	0.186	2.107	1.153	0.843	0.269	-0.038	
0.12695	122891	1.571	0.000	-3.141	-0.288	62.651	-3.831	-13.613	0.474	0.020	-0.022	0.047	1.108	0.202	-1.446	-0.315	0.620	1.968	0.00014	571.600	106.662	-135.178	0.00150	-0.104	1.966	1.253	0.728	0.416	-0.051	
0.02868	123079	1.573	0.000	-3.141	-0.220	62.551	-3.771	-13.568	0.501	0.038	0.077	0.047	1.108	0.202	-1.446	-0.315	0.620	1.968	0.00182	571.603	106.633	-135.178	0.00007	-0.058	1.859	1.190	0.678	0.368	0.006	
0.00889	123359	1.674	0.000	-3.141	-0.289	62.647	-3.773	-13.624	0.539	0.054	-0.031	0.047	1.108	0.202	-1.446	-0.315	0.620	1.893	0.10075	571.603	106.642	-135.178	0.07496	-0.342	1.891	1.260	0.667	0.475	0.004	
0.00357	123640	1.879	0.000	-3.141	-0.254	62.582	-3.772	-13.587	0.497	0.052	0.083	0.047	1.108	0.202	-1.446	-0.315	0.620	1.691	0.20506	571.605	106.639	-135.179	0.20273	-0.674	1.792	1.187	0.574	0.587	0.033	
0.00480	123922	1.963	0.000	-3.141	-0.286	62.598	-3.783	-13.574	0.472	0.038	0.059	0.047	1.108	0.202	-1.446	-0.315	0.620	1.580	0.08456	571.608	106.635	-135.179	0.11092	-0.776	1.743	1.220	0.545	0.640	0.011	
0.00127	124186	1.964	0.000	-3.141	-0.276	62.598	-3.786	-13.586	0.470	0.038	0.052	0.047	1.108	0.202	-1.446	-0.315	0.620	1.576	0.00043	571.607	106.636	-135.179	0.00390	-0.782	1.732	1.217	0.540	0.647	0.002	
