FX	FY	FZ	TA	TB	TC	JS_DIST	TRANS_DIST	ROT_DIST	TIME	MT0	MT1	MT2	MT3	MT4	MT5	MT6	J0	J1	J2	J3	J4	J5	J6	X	Y	Z	A	B	C	
0.017	-1.615	0.546	-1.036	-0.302	0.004	0.00000	0.00000	0.00000	1	-0.091	52.285	-6.212	-7.533	0.554	0.064	-0.038	-0.132	0.994	0.341	-1.861	-0.758	0.420	-0.798	449.440	69.943	-135.125	-1.571	0.000	-3.141	
-0.054	-1.577	0.600	-1.007	-0.263	0.008	0.00001	0.00112	0.00000	213	-0.148	52.282	-6.214	-7.551	0.545	0.063	-0.036	-0.132	0.994	0.341	-1.861	-0.758	0.420	-0.798	449.439	69.943	-135.126	-1.571	0.000	-3.141	
0.004	-1.578	0.471	-1.006	-0.283	0.006	0.00001	0.00098	0.00000	492	-0.093	52.427	-6.207	-7.589	0.538	0.061	-0.035	-0.132	0.994	0.341	-1.861	-0.758	0.420	-0.798	449.440	69.942	-135.125	-1.571	0.000	-3.141	
0.151	-1.631	0.477	-1.041	-0.350	0.001	0.00000	0.00035	0.00000	757	0.618	52.517	-5.834	-7.536	0.634	0.110	0.135	-0.132	0.994	0.341	-1.861	-0.758	0.420	-0.798	449.440	69.942	-135.125	-1.571	0.000	-3.141	
-0.670	-1.774	0.920	-1.068	0.096	0.169	0.00720	3.77011	0.00005	992	0.259	52.388	-5.920	-7.211	0.615	0.123	0.139	-0.137	0.994	0.341	-1.862	-0.759	0.420	-0.803	449.428	66.172	-135.111	-1.571	0.000	-3.141	
-0.283	-1.828	1.082	-1.031	-0.161	0.109	0.02026	6.25579	0.00008	1274	-0.085	52.603	-6.214	-7.482	0.551	0.067	0.101	-0.153	0.993	0.341	-1.865	-0.762	0.418	-0.815	449.396	59.917	-135.074	-1.571	0.000	-3.141	
-0.316	-1.710	1.060	-0.974	-0.125	0.105	0.00158	0.11923	0.00022	1521	-0.110	52.559	-6.186	-7.469	0.548	0.067	0.099	-0.154	0.993	0.341	-1.865	-0.763	0.418	-0.816	449.315	59.941	-135.157	-1.571	0.000	-3.142	
-0.911	-1.703	0.951	-0.973	0.209	0.191	0.00008	0.38270	0.00018	1770	0.297	52.461	-5.972	-7.361	0.607	0.151	0.152	-0.154	0.993	0.341	-1.865	-0.763	0.418	-0.816	449.336	59.559	-135.146	-1.571	0.000	-3.142	
-0.535	-1.953	1.042	-1.136	0.004	0.168	0.01792	7.08418	0.00023	2051	0.333	52.760	-6.075	-7.530	0.559	0.125	0.103	-0.168	0.993	0.341	-1.868	-0.765	0.417	-0.827	449.339	52.474	-135.118	-1.571	-0.000	3.142	
-0.322	-1.866	1.198	-1.082	-0.118	0.100	0.01129	2.51874	0.00048	2330	-0.005	52.430	-6.191	-7.434	0.547	0.121	0.097	-0.176	0.992	0.341	-1.869	-0.766	0.416	-0.834	449.423	49.957	-135.107	-1.571	0.000	-3.141	
-0.263	-1.825	1.128	-1.075	-0.149	0.095	0.00012	0.07141	0.00013	2580	0.690	52.474	-5.924	-7.334	0.595	0.118	0.163	-0.176	0.992	0.341	-1.869	-0.766	0.416	-0.834	449.483	49.919	-135.097	-1.571	0.000	-3.141	
-0.875	-1.899	1.372	-1.045	0.179	0.176	0.00717	3.69196	0.00034	2815	-0.450	52.450	-6.577	-7.227	0.565	0.185	0.167	-0.182	0.992	0.341	-1.870	-0.767	0.416	-0.838	449.333	46.231	-135.125	-1.571	-0.000	3.142	
-0.499	-2.083	1.244	-1.164	-0.038	0.102	0.02068	6.35826	0.00007	3097	0.121	52.535	-6.106	-7.353	0.534	0.063	0.086	-0.198	0.991	0.341	-1.872	-0.769	0.415	-0.851	449.330	39.872	-135.127	-1.571	-0.000	3.142	
-0.454	-1.766	1.228	-0.948	-0.051	0.102	0.00177	0.10585	0.00036	3345	-0.032	52.298	-6.192	-7.329	0.526	0.066	0.086	-0.199	0.991	0.341	-1.872	-0.769	0.414	-0.852	449.384	39.963	-135.119	-1.571	0.000	-3.141	
-0.694	-1.866	1.351	-0.962	0.128	0.182	0.00008	0.24035	0.00021	3534	0.372	52.457	-5.938	-7.287	0.593	0.132	0.166	-0.199	0.991	0.341	-1.872	-0.769	0.414	-0.852	449.382	39.723	-135.123	-1.571	0.000	-3.141	
-0.571	-1.900	1.344	-1.030	0.076	0.186	0.01749	6.85760	0.00011	3815	0.171	52.377	-6.059	-7.469	0.540	0.146	0.099	-0.212	0.991	0.341	-1.873	-0.771	0.414	-0.864	449.369	32.865	-135.114	-1.571	0.000	-3.142	
-0.482	-1.976	1.279	-1.086	-0.040	0.089	0.01244	2.92474	0.00029	4094	-0.004	52.388	-6.178	-7.300	0.530	0.129	0.080	-0.221	0.991	0.341	-1.874	-0.772	0.413	-0.872	449.412	29.941	-135.109	-1.571	0.000	-3.141	
-0.243	-1.973	1.260	-1.089	-0.129	0.089	0.00004	0.02320	0.00006	4362	0.827	52.346	-5.774	-7.134	0.556	0.101	0.173	-0.221	0.991	0.341	-1.874	-0.772	0.413	-0.872	449.408	29.918	-135.111	-1.571	0.000	-3.141	
-0.330	-2.000	1.449	-1.049	0.008	0.173	0.00802	3.94148	0.00035	4610	0.536	52.316	-5.830	-7.341	0.589	0.125	0.185	-0.227	0.991	0.341	-1.874	-0.772	0.413	-0.877	449.288	25.978	-135.144	-1.571	-0.000	3.141	
-0.523	-1.877	1.383	-0.980	0.000	0.140	0.02076	6.11141	0.00025	4888	0.089	52.389	-6.157	-7.273	0.533	0.057	0.125	-0.243	0.990	0.341	-1.875	-0.774	0.412	-0.891	449.411	19.868	-135.136	-1.571	0.000	-3.141	
-0.632	-1.714	1.513	-0.865	0.053	0.136	0.00157	0.06249	0.00019	5139	0.187	52.385	-6.120	-7.289	0.527	0.062	0.120	-0.244	0.990	0.341	-1.876	-0.774	0.412	-0.892	449.406	19.930	-135.137	-1.571	0.000	-3.141	
-0.970	-1.685	1.665	-0.807	0.272	0.194	0.00004	0.23874	0.00007	5373	0.008	52.224	-6.368	-7.124	0.563	0.130	0.170	-0.244	0.990	0.341	-1.876	-0.774	0.412	-0.892	449.404	19.692	-135.137	-1.571	0.000	-3.141	
-1.789	-1.760	1.607	-0.844	0.600	0.213	0.01830	7.00305	0.00033	5655	0.516	52.463	-5.939	-7.473	0.573	0.135	0.134	-0.257	0.990	0.341	-1.876	-0.774	0.412	-0.905	449.354	12.689	-135.112	-1.571	-0.000	3.142	
-0.486	-1.901	1.369	-1.017	-0.006	0.112	0.01250	2.78310	0.00025	5935	0.133	52.340	-6.149	-7.311	0.534	0.130	0.091	-0.266	0.990	0.341	-1.877	-0.775	0.412	-0.913	449.305	9.906	-135.120	-1.570	-0.000	3.142	
-0.382	-1.900	1.357	-1.028	-0.059	0.107	0.00007	0.03855	0.00009	6184	0.290	52.326	-6.117	-7.292	0.534	0.128	0.161	-0.266	0.990	0.341	-1.877	-0.775	0.412	-0.913	449.314	9.869	-135.120	-1.571	-0.000	3.142	
-1.373	-1.737	1.701	-0.824	0.485	0.212	0.00783	3.71512	0.00041	6416	-0.144	52.113	-6.421	-7.128	0.558	0.137	0.164	-0.272	0.990	0.341	-1.877	-0.775	0.412	-0.919	449.368	6.154	-135.123	-1.571	-0.000	3.142	
-0.537	-1.929	1.529	-1.001	0.036	0.114	0.02161	6.29779	0.00032	6698	0.206	52.549	-6.202	-7.340	0.540	0.127	0.073	-0.287	0.990	0.341	-1.877	-0.775	0.412	-0.934	449.258	-0.143	-135.155	-1.571	-0.000	3.141	
-0.628	-1.844	1.382	-0.951	0.094	0.110	0.00175	0.01965	0.00010	6949	0.151	52.368	-6.186	-7.299	0.534	0.126	0.070	-0.288	0.990	0.341	-1.877	-0.775	0.412	-0.935	449.265	-0.125	-135.153	-1.571	-0.000	3.141	
-0.276	-1.562	1.554	-0.760	0.043	0.178	0.00005	0.26748	0.00003	7185	0.659	52.357	-5.851	-7.259	0.454	0.079	0.167	-0.288	0.990	0.341	-1.877	-0.775	0.412	-0.935	449.267	-0.392	-135.152	-1.571	-0.000	3.141	
-0.826	-1.255	1.803	-0.522	0.359	0.147	0.01874	6.85292	0.00023	7466	0.372	52.324	-6.050	-7.424	0.337	0.095	0.138	-0.302	0.990	0.341	-1.877	-0.775	0.412	-0.949	449.388	-7.244	-135.120	-1.571	-0.000	-3.142	
-0.591	-1.484	1.602	-0.694	0.162	0.055	0.01297	2.82455	0.00013	7750	0.216	52.346	-6.178	-7.348	0.320	0.091	0.087	-0.311	0.990	0.341	-1.877	-0.775	0.412	-0.958	449.440	-10.068	-135.104	-1.571	0.000	-3.141	
-0.524	-1.507	1.585	-0.705	0.132	0.050	0.00008	0.02839	0.00013	7999	0.573	52.469	-6.059	-7.395	0.313	0.061	0.168	-0.311	0.990	0.341	-1.877	-0.774	0.412	-0.958	449.435	-10.096	-135.104	-1.571	0.000	-3.141	
-1.585	-0.905	2.112	-0.222	0.736	0.132	0.00746	3.56564	0.00009	8234	0.117	52.219	-6.355	-7.324	0.216	-0.001	0.173	-0.316	0.990	0.341	-1.876	-0.774	0.412	-0.963	449.433	-13.661	-135.120	-1.571	0.000	-3.141	
-0.813	-0.858	1.935	-0.243	0.366	0.076	0.02270	6.44417	0.00014	8517	0.297	52.326	-6.156	-7.361	0.238	-0.035	0.111	-0.331	0.990	0.341	-1.876	-0.774	0.412	-0.980	449.399	-20.105	-135.118	-1.571	0.000	-3.141	
-0.869	-0.912	1.842	-0.270	0.389	0.068	0.00197	0.03149	0.00019	8769	0.405	52.301	-6.090	-7.397	0.236	0.009	0.103	-0.333	0.990	0.341	-1.875	-0.773	0.412	-0.981	449.393	-20.136	-135.114	-1.571	-0.000	-3.142	
-1.454	-0.661	2.104	-0.067	0.757	0.119	0.00014	0.38679	0.00019	9020	0.151	52.294	-6.402	-7.449	0.202	-0.020	0.172	-0.333	0.990	0.341	-1.875	-0.773	0.412	-0.981	449.359	-20.522	-135.116	-1.571	-0.000	3.142	
-1.665	-0.512	2.057	0.049	0.852	0.134	0.02033	6.99745	0.00048	9301	0.567	52.217	-6.053	-7.385	0.239	-0.079	0.046	-0.346	0.991	0.341	-1.875	-0.772	0.413	-0.996	449.480	-27.518	-135.114	-1.571	0.000	-3.141	
-0.813	-0.780	1.639	-0.189	0.379	0.044	0.01229	2.52826	0.00026	9585	0.345	52.270	-6.164	-7.463	0.252	-0.059	0.046	-0.355	0.991	0.341	-1.874	-0.772	0.413	-1.005	449.388	-30.044	-135.149	-1.571	0.000	-3.142	
-0.715	-0.781	1.634	-0.201	0.330	0.049	0.00008	0.03729	0.00007	9834	1.066	52.334	-5.760	-7.419	0.218	-0.104	0.170	-0.355	0.991	0.341	-1.874	-0.772	0.413	-1.005	449.397	-30.080	-135.142	-1.571	0.000	-3.142	
-1.353	-0.229	1.974	0.197	0.818	0.152	0.00867	3.86511	0.00005	10070	0.413	52.349	-6.268	-7.454	0.206	-0.113	0.167	-0.360	0.991	0.341	-1.873	-0.771	0.413	-1.012	449.377	-33.945	-135.119	-1.571	0.000	-3.142	
-0.965	-0.603	1.623	-0.096	0.525	0.091	0.02333	6.20345	0.00035	10359	0.398	52.271	-6.168	-7.441	0.224	-0.034	0.110	-0.376	0.991	0.341	-1.872	-0.769	0.414	-1.029	449.234	-40.146	-135.162	-1.571	-0.000	3.141	
-1.002	-0.659	1.599	-0.117	0.547	0.091	0.00111	0.05921	0.00010	10591	0.333	52.227	-6.178	-7.451	0.234	-0.035	0.106	-0.376	0.991	0.341	-1.872	-0.769	0.415	-1.030	449.283	-40.114	-135.154	-1.571	-0.000	3.141	
-1.713	-0.392	1.807	0.144	0.965	0.139	0.00005	0.29417	0.00011	10825	0.376	52.207	-6.356	-7.550	0.179	-0.097	0.141	-0.376	0.991	0.341	-1.872	-0.769	0.415	-1.030	449.283	-40.408	-135.150	-1.571	-0.000	3.141	
-1.936	-0.202	2.020	0.271	1.111	0.151	0.02018	6.88885	0.00029	11105	0.659	52.181	-6.167	-7.680	0.210	-0.034	0.104	-0.390	0.992	0.341	-1.870	-0.768	0.415	-1.045	449.354	-47.296	-135.140	-1.571	0.000	-3.141	
-1.160	-0.619	1.460	-0.086	0.637	0.088	0.01343	2.76670	0.00037	11388	0.405	52.301	-6.204	-7.437	0.221	-0.040	0.078	-0.398	0.992	0.341	-1.869	-0.766	0.416	-1.055	449.245	-50.061	-135.161	-1.571	0.000	3.141	
-0.971	-0.697	1.459	-0.139	0.538	0.072	0.00010	0.04252	0.00005	11638	1.512	52.340	-5.758	-7.441	0.159	-0.116	0.149	-0.398	0.992	0.341	-1.869	-0.766	0.416	-1.055	449.211	-50.085	-135.166	-1.571	0.000	3.141	
-1.662	-0.203	1.788	0.239	0.987	0.139	0.00794	3.60104	0.00027	11871	0.534	52.415	-6.265	-7.548	0.171	-0.124	0.134	-0.403	0.992	0.341	-1.868	-0.765	0.416	-1.061	449.302	-53.685	-135.134	-1.571	0.000	3.142	
-1.320	-0.571	1.759	-0.052	0.725	0.095	0.02371	6.42804	0.00015	12151	0.559	52.521	-6.154	-7.516	0.212	-0.033	0.096	-0.418	0.993	0.341	-1.865	-0.763	0.418	-1.079	449.303	-60.113	-135.149	-1.571	-0.000	3.141	
-1.332	-0.666	1.581	-0.078	0.778	0.101	0.00241	0.04105	0.00012	12402	0.440	52.201	-6.164	-7.515	0.224	-0.033	0.094	-0.420	0.993	0.341	-1.865	-0.762	0.418	-1.081	449.277	-60.082	-135.155	-1.571	0.000	3.141	
-1.563	-0.253	1.787	0.217	1.010	0.142	0.00008	0.31916	0.00011	12591	0.480	52.408	-6.246	-7.635	0.181	-0.124	0.139	-0.420	0.993	0.341	-1.865	-0.762	0.418	-1.081	449.251	-60.400	-135.153	-1.571	0.000	3.141	
-1.670	-0.194	1.957	0.262	1.063	0.148	0.02096	6.94675	0.00044	12872	0.878	52.498	-6.032	-7.724	0.215	-0.063	0.077	-0.433	0.994	0.341	-1.863	-0.760	0.419	-1.097	449.445	-67.344	-135.137	-1.571	0.000	-3.141	
-1.229	-0.717	1.605	-0.089	0.716	0.079	0.01352	2.71549	0.00045	13152	0.489	52.435	-6.211	-7.652	0.219	-0.056	0.066	-0.441	0.994	0.341	-1.861	-0.758	0.421	-1.108	449.256	-70.053	-135.163	-1.571	0.000	3.141	
-1.044	-0.655	1.473	-0.090	0.623	0.074	0.00009	0.03919	0.00009	13401	1.163	52.211	-5.921	-7.593	0.163	-0.126	0.139	-0.441	0.994	0.341	-1.861	-0.758	0.421	-1.108	449.235	-70.086	-135.164	-1.571	0.000	3.141	
-5.623	-5.436	2.394	-0.167	1.450	0.015	0.00828	3.56249	0.00043	13637	2.616	49.944	-2.527	-4.351	0.213	-2.101	-0.084	-0.446	0.995	0.341	-1.860	-0.757	0.421	-1.114	449.393	-73.645	-135.131	-1.571	0.000	-3.141	
-5.761	-8.545	0.302	-0.578	1.013	-0.080	0.00778	1.02486	0.00025	13920	2.987	49.628	-2.068	-3.256	0.103	-2.599	-0.143	-0.451	0.995	0.341	-1.858	-0.756	0.422	-1.120	449.553	-74.657	-135.114	-1.571	0.000	-3.141	
-0.867	-4.628	0.623	-0.961	-0.599	-0.121	0.00098	0.75269	0.00061	14151	-0.453	52.415	-6.421	-7.565	0.541	0.042	-0.086	-0.450	0.995	0.341	-1.859	-0.756	0.422	-1.119	449.232	-73.978	-135.167	-1.571	-0.000	3.141	
0.268	-1.791	0.888	-0.937	-0.498	-0.018	0.01223	3.62318	0.00016	14432	0.017	52.699	-6.208	-7.640	0.537	0.047	-0.060	-0.443	0.994	0.341	-1.861	-0.758	0.421	-1.110	449.166	-70.355	-135.148	-1.571	0.000	3.141	
0.427	-1.702	0.912	-0.883	-0.510	-0.017	0.00425	0.62510	0.00031	14702	-0.055	52.506	-6.235	-7.541	0.494	0.044	-0.054	-0.440	0.994	0.341	-1.861	-0.758	0.420	-1.106	449.324	-69.751	-135.117	-1.571	-0.000	3.142	
-0.081	-1.500	1.172	-0.710	-0.194	0.117	0.00007	0.02305	0.00167	14886	-0.038	52.551	-6.193	-7.537	0.473	0.009	0.192	-0.440	0.994	0.341	-1.861	-0.758	0.420	-1.106	449.333	-69.730	-135.117	-1.569	-0.000	3.142	
0.056	-1.412	1.169	-0.601	-0.230	0.146	0.07197	0.00709	0.09800	15165	-0.017	52.609	-6.180	-7.558	0.432	0.005	0.152	-0.440	0.994	0.341	-1.861	-0.758	0.420	-1.178	449.337	-69.736	-135.117	-1.471	0.000	3.142	
0.227	-1.337	1.141	-0.540	-0.287	0.156	0.17983	0.00485	0.17355	15444	0.031	52.591	-6.204	-7.574	0.498	0.031	0.157	-0.440	0.994	0.341	-1.861	-0.758	0.420	-1.358	449.342	-69.733	-135.117	-1.298	0.000	-3.142	
0.346	-1.406	1.123	-0.582	-0.350	0.122	0.06247	0.00141	0.04110	15725	0.027	52.588	-6.198	-7.564	0.487	0.043	0.122	-0.440	0.994	0.341	-1.861	-0.758	0.420	-1.421	449.343	-69.733	-135.117	-1.256	0.000	-3.142	
0.369	-1.421	1.109	-0.595	-0.368	0.116	0.00006	0.00077	0.00002	15992	1.988	52.435	-5.192	-8.095	0.282	-0.098	0.172	-0.440	0.994	0.341	-1.861	-0.758	0.420	-1.421	449.344	-69.733	-135.117	-1.256	0.000	-3.142	
-1.465	-0.555	2.087	-0.010	1.110	0.174	0.00690	2.85721	0.00032	16240	0.698	52.988	-6.303	-7.888	0.170	-0.129	0.168	-0.443	0.995	0.341	-1.859	-0.756	0.422	-1.426	450.203	-72.457	-135.109	-1.257	-0.000	3.141	
-1.645	-1.169	1.912	-0.305	1.038	0.167	0.03111	6.86441	0.00026	16524	0.520	52.867	-6.267	-7.747	0.310	-0.031	0.104	-0.455	0.998	0.341	-1.849	-0.746	0.427	-1.450	452.402	-78.960	-135.152	-1.257	0.000	-3.142	
-0.947	-1.275	1.722	-0.414	0.654	0.140	0.00566	0.29803	0.00039	16806	0.432	52.855	-6.254	-7.804	0.332	-0.026	0.101	-0.458	0.998	0.341	-1.847	-0.745	0.428	-1.455	452.343	-79.252	-135.154	-1.256	0.000	3.141	
-1.328	-0.846	2.104	-0.115	1.068	0.184	0.00005	0.44636	0.00052	17040	0.929	53.160	-6.290	-8.037	0.195	-0.154	0.188	-0.458	0.998	0.341	-1.847	-0.745	0.428	-1.455	452.621	-79.597	-135.102	-1.256	-0.000	-3.141	
-2.124	-1.121	2.394	-0.160	1.413	0.204	0.02653	6.95767	0.00045	17320	1.332	53.006	-5.435	-7.774	0.310	-0.413	0.101	-0.468	1.000	0.341	-1.839	-0.736	0.433	-1.475	454.812	-86.201	-135.105	-1.257	-0.000	-3.141	
-1.673	-2.421	1.991	-0.416	0.811	0.103	0.01690	2.63165	0.00033	17604	1.329	53.133	-5.361	-7.707	0.331	-0.435	0.065	-0.475	1.002	0.341	-1.833	-0.731	0.436	-1.488	455.525	-88.734	-135.134	-1.257	0.000	3.141	
-1.887	-2.486	1.897	-0.424	0.796	0.098	0.00006	0.02920	0.00005	17857	3.214	53.036	-3.220	-7.212	0.452	-1.351	0.088	-0.475	1.002	0.341	-1.833	-0.731	0.436	-1.488	455.507	-88.758	-135.134	-1.257	0.000	3.141	
-5.003	-8.453	1.266	-0.766	0.999	-0.008	0.01069	2.39289	0.00087	18091	3.873	52.082	-1.729	-5.815	0.598	-2.145	-0.022	-0.479	1.003	0.342	-1.829	-0.728	0.438	-1.497	456.684	-90.840	-135.067	-1.256	0.000	-3.141	
-3.821	-7.679	1.019	-0.700	0.775	-0.023	0.00077	0.50246	0.00068	18286	1.210	52.712	-5.070	-7.451	0.577	-0.410	-0.087	-0.479	1.003	0.341	-1.829	-0.728	0.438	-1.497	456.346	-91.205	-135.138	-1.257	-0.000	-3.141	
0.920	-1.924	1.187	-0.822	-0.830	-0.023	0.00738	2.21555	0.00075	18579	0.323	53.645	-6.134	-8.232	0.545	0.114	-0.059	-0.477	1.002	0.341	-1.832	-0.730	0.437	-1.491	455.261	-89.274	-135.196	-1.257	-0.000	3.141	
0.968	-1.733	1.210	-0.759	-0.742	-0.010	0.01440	2.96037	0.00070	18862	0.022	53.388	-6.245	-7.911	0.482	0.023	-0.021	-0.471	1.001	0.341	-1.837	-0.735	0.434	-1.480	454.757	-86.358	-135.114	-1.257	0.000	-3.142	
0.898	-1.592	1.370	-0.632	-0.697	-0.004	0.00035	0.04101	0.00015	19111	0.052	53.300	-6.245	-7.922	0.472	0.020	0.141	-0.471	1.001	0.341	-1.837	-0.735	0.434	-1.480	454.792	-86.341	-135.127	-1.257	0.000	-3.141	
0.414	-1.572	1.463	-0.589	-0.354	0.142	0.00902	0.00587	0.01989	19359	-0.009	53.398	-6.301	-7.923	0.565	0.068	0.155	-0.471	1.001	0.341	-1.837	-0.735	0.434	-1.489	454.791	-86.347	-135.127	-1.237	0.000	-3.141	
0.738	-1.438	1.493	-0.501	-0.473	0.157	0.12876	0.00255	0.15459	19638	0.035	53.295	-6.242	-7.871	0.493	0.043	0.148	-0.471	1.001	0.341	-1.837	-0.735	0.434	-1.617	454.789	-86.349	-135.127	-1.082	0.000	-3.141	
0.819	-1.361	1.479	-0.455	-0.494	0.151	0.15551	0.00871	0.13036	19920	0.030	53.306	-6.251	-7.918	0.475	0.042	0.152	-0.471	1.001	0.341	-1.837	-0.735	0.434	-1.773	454.789	-86.340	-135.128	-0.952	0.000	-3.141	
0.922	-1.356	1.433	-0.448	-0.555	0.121	0.02083	0.00056	0.00929	20167	0.020	53.324	-6.256	-7.913	0.476	0.044	0.145	-0.471	1.001	0.341	-1.837	-0.735	0.434	-1.794	454.789	-86.339	-135.128	-0.942	0.000	-3.141	
-0.137	-1.474	1.394	-0.479	0.070	0.158	0.00001	0.00039	0.00000	20424	0.331	53.453	-6.219	-8.050	0.239	-0.167	0.213	-0.471	1.001	0.341	-1.837	-0.735	0.434	-1.794	454.789	-86.339	-135.128	-0.942	0.000	-3.141	
-1.485	-1.700	2.620	-0.586	1.177	0.197	0.02065	5.26565	0.00025	20701	-0.293	53.891	-6.958	-7.893	0.195	-0.116	0.185	-0.475	1.004	0.341	-1.828	-0.726	0.439	-1.809	457.837	-90.633	-135.140	-0.942	0.000	3.142	
-0.605	-1.601	1.950	-0.593	0.586	0.163	0.02960	4.71550	0.00012	20982	0.458	53.593	-6.398	-8.235	0.318	-0.064	0.131	-0.482	1.007	0.341	-1.814	-0.715	0.447	-1.830	460.573	-94.473	-135.150	-0.942	0.000	3.141	
-0.621	-1.675	1.939	-0.628	0.610	0.166	0.00035	0.02292	0.00014	21263	2.543	53.798	-5.437	-9.553	0.234	-0.135	0.195	-0.482	1.007	0.341	-1.815	-0.715	0.447	-1.830	460.568	-94.495	-135.145	-0.942	0.000	3.141	
-1.622	-1.469	1.826	-0.597	1.373	0.239	0.00706	2.72296	0.00021	21496	1.132	53.660	-6.336	-9.036	0.214	-0.087	0.205	-0.484	1.008	0.341	-1.811	-0.712	0.448	-1.835	462.215	-96.663	-135.108	-0.943	0.000	3.142	
-1.395	-1.617	1.462	-0.690	1.078	0.206	0.03485	6.95716	0.00022	21780	0.652	54.269	-6.392	-8.551	0.258	0.004	0.133	-0.492	1.013	0.341	-1.795	-0.699	0.457	-1.859	466.362	-102.250	-135.119	-0.943	-0.000	-3.141	
-0.730	-1.704	1.729	-0.723	0.712	0.158	0.00704	0.39242	0.00018	22062	0.683	54.325	-6.345	-8.718	0.278	-0.011	0.129	-0.493	1.014	0.341	-1.792	-0.696	0.459	-1.864	466.635	-102.531	-135.120	-0.942	-0.000	-3.141	
-2.015	-1.807	1.633	-0.511	1.247	0.203	0.00009	0.42171	0.00045	22296	2.418	54.866	-3.488	-7.377	0.695	-1.252	0.080	-0.493	1.014	0.341	-1.792	-0.696	0.459	-1.864	466.772	-102.929	-135.091	-0.942	-0.000	3.142	
-3.321	-7.416	2.050	-1.144	0.749	0.072	0.02441	4.50445	0.00031	22576	3.381	54.206	-2.808	-8.429	0.735	-1.072	0.025	-0.499	1.018	0.342	-1.780	-0.687	0.466	-1.881	469.551	-106.474	-135.120	-0.942	-0.000	-3.141	
-0.933	-5.520	0.912	-0.840	0.034	0.004	0.00078	0.23044	0.00028	22812	0.449	54.575	-6.016	-8.622	0.556	-0.033	-0.034	-0.499	1.017	0.341	-1.780	-0.687	0.466	-1.881	469.515	-106.700	-135.141	-0.943	-0.000	-3.141	
1.748	-1.466	1.388	-0.479	-1.015	0.001	0.01035	2.74373	0.00038	23091	0.905	54.611	-5.952	-9.608	0.600	0.169	-0.020	-0.497	1.016	0.341	-1.786	-0.691	0.463	-1.874	467.800	-104.558	-135.137	-0.943	-0.000	3.142	
1.227	-1.171	1.262	-0.342	-0.741	0.008	0.01389	2.31054	0.00050	23373	0.004	54.499	-6.418	-8.610	0.476	0.031	0.005	-0.493	1.014	0.341	-1.792	-0.696	0.459	-1.864	466.623	-102.570	-135.111	-0.942	-0.000	-3.141	
1.126	-1.208	1.372	-0.361	-0.660	0.031	0.00021	0.01640	0.00006	23607	0.028	54.423	-6.373	-8.622	0.482	0.035	0.170	-0.493	1.014	0.341	-1.792	-0.696	0.459	-1.864	466.617	-102.585	-135.110	-0.942	-0.000	-3.141	
0.827	-1.295	1.399	-0.413	-0.431	0.155	0.01962	0.00283	0.03512	23856	-0.009	54.402	-6.375	-8.676	0.569	0.052	0.179	-0.493	1.014	0.341	-1.792	-0.696	0.459	-1.884	466.616	-102.587	-135.110	-0.907	-0.000	-3.141	
1.235	-0.983	1.401	-0.245	-0.617	0.128	0.15730	0.01328	0.16976	24142	0.054	54.409	-6.338	-8.577	0.502	0.062	0.164	-0.493	1.014	0.341	-1.792	-0.696	0.459	-2.041	466.616	-102.574	-135.109	-0.738	-0.000	-3.141	
1.207	-0.938	1.337	-0.212	-0.576	0.120	0.12796	0.00479	0.10654	24421	0.059	54.351	-6.352	-8.615	0.486	0.030	0.120	-0.493	1.014	0.341	-1.792	-0.696	0.459	-2.169	466.616	-102.569	-135.109	-0.631	-0.000	-3.141	
1.197	-0.945	1.390	-0.208	-0.565	0.106	0.00920	0.00992	0.00272	24667	0.137	54.402	-6.318	-8.626	0.485	0.025	0.115	-0.493	1.014	0.341	-1.792	-0.696	0.459	-2.178	466.617	-102.560	-135.109	-0.628	-0.000	-3.141	
0.341	-0.894	1.813	-0.294	0.059	0.099	0.00002	0.04734	0.00005	24911	0.364	54.511	-6.386	-8.751	0.199	-0.153	0.160	-0.493	1.014	0.341	-1.792	-0.696	0.459	-2.178	466.651	-102.592	-135.105	-0.628	-0.000	-3.141	
-0.666	-1.759	2.001	-0.782	0.777	0.156	0.02675	6.21255	0.00029	25200	0.227	55.019	-6.592	-8.913	0.234	-0.129	0.128	-0.496	1.018	0.341	-1.777	-0.685	0.468	-2.195	471.661	-106.266	-135.168	-0.628	0.000	3.142	
0.255	-1.694	1.606	-0.768	0.220	0.124	0.02475	3.66261	0.00007	25481	0.643	55.024	-6.476	-9.057	0.285	0.007	0.106	-0.498	1.022	0.341	-1.764	-0.674	0.475	-2.210	474.621	-108.422	-135.143	-0.628	-0.000	-3.142	
0.164	-1.731	1.763	-0.791	0.302	0.133	0.00040	0.06463	0.00021	25762	0.923	54.948	-6.289	-8.852	0.190	-0.184	0.150	-0.498	1.022	0.341	-1.764	-0.674	0.475	-2.210	474.684	-108.409	-135.141	-0.628	-0.000	-3.141	
-0.450	-1.932	1.997	-0.924	0.774	0.166	0.01330	3.82890	0.00010	25996	0.839	55.403	-6.517	-9.056	0.180	-0.214	0.138	-0.499	1.025	0.341	-1.756	-0.669	0.480	-2.218	477.763	-110.685	-135.126	-0.628	-0.000	-3.141	
